cleanHandle
furniture-fixtures--equipment/furniture/back-of-house--office/office--public-space-safes
furniture-fixtures--equipment/furniture/furniture-collections
furniture-fixtures--equipment/furniture/headboards
janitorial--housekeeping/cleaning-tools--accessories/mops--accessories/bucket-wringer-combos
furniture-fixtures--equipment/furniture/mattresses-box-springs--bases/mobile-beds-accessories--parts
furniture-fixtures--equipment/furniture/nightstands
furniture-fixtures--equipment/furniture/outdoor--pool/outdoor-seating
furniture-fixtures--equipment/furniture/outdoor--pool/outdoor-umbrella--bases
furniture-fixtures--equipment/furniture/outdoor--pool/planters--accessories
furniture-fixtures--equipment/furniture/outdoor--pool/towels-valets-returns--parts
furniture-fixtures--equipment/furniture/seating
furniture-fixtures--equipment/equipment/janitorial--maintenance/carpet--extraction-machines
furniture-fixtures--equipment/equipment/janitorial--maintenance/hand-trucks--dollies
furniture-fixtures--equipment/equipment/janitorial--maintenance/pads--brushes
furniture-fixtures--equipment/fixtures/banquet-dining--events/podiums--lecterns
furniture-fixtures--equipment/fixtures/banquet-dining--events/racks
furniture-fixtures--equipment/fixtures/lighting/backlit-mirrors
furniture-fixtures--equipment/fixtures/lighting/ceiling-lights
furniture-fixtures--equipment/fixtures/lighting/light-bulbs
furniture-fixtures--equipment/fixtures/lighting/lighting-parts--accessories
furniture-fixtures--equipment/fixtures/lighting/sconces
janitorial--housekeeping/cleaning-tools--accessories/miscellaneous-tools--accessories
janitorial--housekeeping/cleaning-tools--accessories/mops--accessories/damp-pads
janitorial--housekeeping/cleaning-tools--accessories/mops--accessories/dust-pads
janitorial--housekeeping/cleaning-tools--accessories/mops--accessories/frames
janitorial--housekeeping/cleaning-tools--accessories/mops--accessories/mop-heads
janitorial--housekeeping/cleaning-tools--accessories/mops--accessories/storage--organization
janitorial--housekeeping/paper-products/napkins
janitorial--housekeeping/janitorial-chemicals/glass-cleaners
janitorial--housekeeping/janitorial-chemicals/maintenance-chemicals
janitorial--housekeeping/janitorial-chemicals/multipurpose-cleaners
janitorial--housekeeping/janitorial-chemicals/specialty-cleaners
janitorial--housekeeping/key-cards--accessories/key-card-holders
janitorial--housekeeping/laundry/laundry-units--accessories
maintenance-repairs--operations/health-safety--protection/first-aid/kits
janitorial--housekeeping/paper-products/facial-tissues
janitorial--housekeeping/paper-products/toilet-paper
janitorial--housekeeping/personal-protective-equipment/face-masks
janitorial--housekeeping/personal-protective-equipment/gloves
janitorial--housekeeping/personal-protective-equipment/health--safety-dispensers
janitorial--housekeeping/personal-protective-equipment/safety-apparel
janitorial--housekeeping/pet-supplies
janitorial--housekeeping/recycling--waste-management/wastebaskets
maintenance-repairs--operations/health-safety--protection/fire-safety
maintenance-repairs--operations/health-safety--protection/first-aid/antibiotic-ointments
maintenance-repairs--operations/health-safety--protection/first-aid/antiseptic-sprays
maintenance-repairs--operations/health-safety--protection/first-aid/antiseptic-wipes
maintenance-repairs--operations/health-safety--protection/first-aid/bandages
maintenance-repairs--operations/health-safety--protection/first-aid/burn-dressings
maintenance-repairs--operations/health-safety--protection/first-aid/cpr-masks
maintenance-repairs--operations/health-safety--protection/first-aid/cold-packs
maintenance-repairs--operations/health-safety--protection/first-aid/defibrillators
maintenance-repairs--operations/health-safety--protection/first-aid/eye-dressings
maintenance-repairs--operations/health-safety--protection/first-aid/finger-cots
maintenance-repairs--operations/health-safety--protection/first-aid/gauze-pads
maintenance-repairs--operations/health-safety--protection/first-aid/personal-alarms
maintenance-repairs--operations/health-safety--protection/first-aid/reorder-guides
maintenance-repairs--operations/health-safety--protection/first-aid/trauma-pads
maintenance-repairs--operations/health-safety--protection/first-aid/wheelchairs--parts
maintenance-repairs--operations/health-safety--protection/first-aid/wraps
maintenance-repairs--operations/maintenance--repair-supplies/door-hardware/door-guards
maintenance-repairs--operations/maintenance--repair-supplies/door-hardware/door-locks
maintenance-repairs--operations/maintenance--repair-supplies/door-hardware/door-viewers--covers
maintenance-repairs--operations/maintenance--repair-supplies/electrical/batteries--battery-packs
maintenance-repairs--operations/maintenance--repair-supplies/electrical/electrical-parts--accessories
maintenance-repairs--operations/tools--equipment/air-movers
maintenance-repairs--operations/tools--equipment/bed-bug-heaters-and-traps
maintenance-repairs--operations/tools--equipment/flashlights--lightsticks
maintenance-repairs--operations/tools--equipment/hand-tools
maintenance-repairs--operations/tools--equipment/ladders--step-tools
guestroom-accessories--supplies/paper-products/facial-tissues
guestroom-accessories--supplies/paper-products/toilet-seat-covers
guestroom-accessories--supplies/personal-care-amenities/medicinal-products
guestroom-accessories--supplies/personal-care-amenities/personal-care-accessories/oral-care
guestroom-accessories--supplies/terry/hand-towels
electronics--appliances/in-room-electronics/alarm-clocks
electronics--appliances/in-room-electronics/electronics-accessories
electronics--appliances/in-room-electronics/sound-machines
electronics--appliances/in-room-electronics/television-mounts
electronics--appliances/major-appliances/ranges--cooktops--ovens
electronics--appliances/small-appliances/humidifiers
electronics--appliances/small-appliances/rice--oatmeal-cookers
guestroom-accessories--supplies/in-room-stationery--accessories/desk-blotters
guestroom-accessories--supplies/in-room-stationery--accessories/ice-buckets--accessories/cork-screws
guestroom-accessories--supplies/in-room-stationery--accessories/pens--pencils
guestroom-accessories--supplies/terry/slippers
food-service--supplies/food-preparation/kitchen-equipment/anti-fatigue-mats
food-service--supplies/food-preparation/kitchen-equipment/pots--pans
food-service--supplies/food-preparation/kitchen-towels--pot-holders/mitts--pot-holders
food-service--supplies/food-preparation/smallwares/colanders--baskets
food-service--supplies/food-preparation/smallwares/knives--knife-sets
food-service--supplies/food-preparation/smallwares/skimmers
food-service--supplies/furniture/tables
food-service--supplies/take-out--disposables/drinkware--utensils/cups-lids-sleeves
food-service--supplies/take-out--disposables/napkins
food-service--supplies/uniforms/shoes--pants
furniture-fixtures--equipment/fixtures/banquet-dining--events/chairs
furniture-fixtures--equipment/furniture/back-of-house--office/back-of-house-tables
furniture-fixtures--equipment/furniture/back-of-house--office/storage-cabinets
furniture-fixtures--equipment/furniture/chests-dressers--wardrobes/dressers
furniture-fixtures--equipment/equipment/lobby--public-space/flags
furniture-fixtures--equipment/equipment/lobby--public-space/mats
furniture-fixtures--equipment/fixtures/curtain--drapery-rods
furniture-fixtures--equipment/fixtures/lighting/lamps
furniture-fixtures--equipment/furniture/mattresses-box-springs--bases/bed-frames--bases
furniture-fixtures--equipment/furniture/outdoor--pool/outdoor-appliances--electronics
furniture-fixtures--equipment/furniture/room-dividers
furniture-fixtures--equipment/lobby-accessories/sign-holders--stands
janitorial--housekeeping/carts--trucks/laundry-carts-trucks--hampers
janitorial--housekeeping/janitorial-chemicals/bathroom-cleaners
janitorial--housekeeping/janitorial-chemicals/carpet--floorcare-cleaners
janitorial--housekeeping/laundry/vending-machines
janitorial--housekeeping/paper-products/tissues
maintenance-repairs--operations/health-safety--protection/barriers--signage/floor-signs
maintenance-repairs--operations/health-safety--protection/barriers--signage/public-space-signage
maintenance-repairs--operations/health-safety--protection/barriers--signage/safety-barriers
maintenance-repairs--operations/health-safety--protection/first-aid/adhesive-tapes
maintenance-repairs--operations/health-safety--protection/first-aid/burn-creams
maintenance-repairs--operations/health-safety--protection/first-aid/defibrillator-pads
maintenance-repairs--operations/health-safety--protection/first-aid/first-aid-cabinets
maintenance-repairs--operations/health-safety--protection/health--hygiene/soaps--sanitizers
maintenance-repairs--operations/maintenance--repair-supplies/door-hardware/door-stops--accessories
maintenance-repairs--operations/tools--equipment/power-tools--equipment
maintenance-repairs--operations/tools--equipment/squeegees-and-accessories
food-service--supplies/food-preparation/smallwares/scissors
guestroom-accessories--supplies/linens/inserts--pillows
guestroom-accessories--supplies/personal-care-amenities/personal-care-accessories/shower-caps
facilities/outdoor--pool/outdoor-umbrella--bases
food-service--supplies/dining-room--table-top/flatware--serveware/serving-spoons
food-service--supplies/dining-room--table-top/flatware--serveware/turners
food-service--supplies/food-preparation/kitchen-equipment/ice-cube-trays-scoops--buckets
food-service--supplies/food-preparation/smallwares/can-openers--bottle-openers
food-service--supplies/take-out--disposables/drinkware--utensils/cutlery--cutlery-kits
furniture-fixtures--equipment/baby--childrens-products/baby--childrens-safety
guestroom-accessories--supplies/room-service
guestroom-accessories--supplies/in-room-stationery--accessories/notepad-holders--folders
guestroom-accessories--supplies/linens/linen-storage-solutions
maintenance-repairs--operations/maintenance--repair-supplies/door-hardware/door-handles
guestroom-accessories--supplies/personal-care-amenities/wipes
guestroom-accessories--supplies/terry/robes--accessories
janitorial--housekeeping/cleaning-tools--accessories/mops--accessories/mop-kits
janitorial--housekeeping/cleaning-tools--accessories/squeegees--accessories
janitorial--housekeeping/laundry/cart-accessories--replacement-parts
maintenance-repairs--operations/health-safety--protection/first-aid/biohazard-disposal
maintenance-repairs--operations/health-safety--protection/first-aid/scissors
bathroom-accessories--hardware/bathroom-accessories/wastebasket-liners
bathroom-accessories--hardware/bathroom-accessories/wastebaskets
bathroom-accessories--hardware/plumbing-parts--accessories/valves--parts
bathroom-accessories--hardware/shower--bath-accessories/showerheads--shower-kits
bathroom-accessories--hardware/shower--bath-accessories/cartridges
bathroom-accessories--hardware/shower--bath-accessories/mixer-cap-kits
bathroom-accessories--hardware/shower--bath-accessories/shower-arms
electronics--appliances/coffee-makers--espresso-machines
electronics--appliances/major-appliances/refrigerators--freezers
electronics--appliances/two-way-radio--accessories
facilities/outdoor--pool/outdoor--seating
food-service--supplies/dining-room--table-top/glassware--drinkware/beverage-glasses
food-service--supplies/dining-room--table-top/table--banquet-linens/tablecloths--covers
food-service--supplies/furniture/flooring
furniture-fixtures--equipment/baby--childrens-products/baby--childrens-seats--parts
furniture-fixtures--equipment/baby--childrens-products/cribs-crib-parts--accessories
furniture-fixtures--equipment/equipment/ice--commercial-refrigeration/ice-machines-and-bins
furniture-fixtures--equipment/fixtures/banquet-dining--events/tables
furniture-fixtures--equipment/fixtures/microwave--refrigerator-cabinets
furniture-fixtures--equipment/furniture/back-of-house--office/shelving-accessories--parts
furniture-fixtures--equipment/furniture/outdoor--pool/outdoor-tables
furniture-fixtures--equipment/luggage-carts--spare-parts
furniture-fixtures--equipment/luggage-racks--spare-parts
furniture-fixtures--equipment/storage/shelving-accessories--parts
guestroom-accessories--supplies/in-room-stationery--accessories/ice-buckets--accessories/ice-buckets--lids
guestroom-accessories--supplies/ironing-boards-covers--mounts/ironing-board-wall-mounts--organizers
guestroom-accessories--supplies/linens/bed-linens/conventional-blankets
guestroom-accessories--supplies/linens/bed-linens/crib-sheets
guestroom-accessories--supplies/linens/bed-linens/decorative-top-sheets
guestroom-accessories--supplies/linens/bed-linens/duvet-covers
guestroom-accessories--supplies/linens/bed-linens/fitted-sheets
guestroom-accessories--supplies/linens/bed-linens/flat-sheets
guestroom-accessories--supplies/linens/bed-linens/pillowcases
guestroom-accessories--supplies/linens/bed-linens/sheet-sets
guestroom-accessories--supplies/personal-care-amenities/toiletries/body-wash--shower-gel
guestroom-accessories--supplies/personal-care-amenities/toiletries/dispenser-systems--accessories
guestroom-accessories--supplies/personal-care-amenities/toiletries/hand-wash--liquid-soap
guestroom-accessories--supplies/personal-care-amenities/toiletries/lotion
guestroom-accessories--supplies/personal-care-amenities/personal-care-accessories/amenities-kits
guestroom-accessories--supplies/terry/pool-beach--fitness-towels
janitorial--housekeeping/carts--trucks/cart-accessories--replacement-parts
janitorial--housekeeping/cleaning-tools--accessories/brushes-sponges-and-cloths
janitorial--housekeeping/laundry/back-of-house-tables
janitorial--housekeeping/recycling--waste-management/liners--trash-bags
maintenance-repairs--operations/health-safety--protection/barriers--signage/safety--emergency-signage
maintenance-repairs--operations/health-safety--protection/first-aid/thermometers
maintenance-repairs--operations/health-safety--protection/health--hygiene/eye-wash-stations
maintenance-repairs--operations/maintenance--repair-supplies/electrical/power-outlets--extension-cords
food--beverages/dairy--eggs/butter
food--beverages/dairy--eggs/cheese
food--beverages/dairy--eggs/cream
food--beverages/dairy--eggs/cream-cheese
food--beverages/dairy--eggs/creamer
food--beverages/dairy--eggs/dairy-alternative
food--beverages/dairy--eggs/eggs
food--beverages/dairy--eggs/milk
food--beverages/dairy--eggs/processed-cheese
food--beverages/dairy--eggs/pudding
food--beverages/dairy--eggs/sour-cream
food--beverages/dairy--eggs/yogurt
food--beverages/frozen-foods/appetizers
food--beverages/frozen-foods/french-fries
food--beverages/frozen-foods/frozen-breakfast
food--beverages/frozen-foods/frozen-entrees
food--beverages/frozen-foods/ice-cream
food--beverages/frozen-foods/pasta
food--beverages/frozen-foods/pizza
food--beverages/frozen-foods/stuffings
food--beverages/bakery--bread/baked-desserts
food--beverages/bakery--bread/baking-ingredients
food--beverages/bakery--bread/baking-mixes
food--beverages/bakery--bread/bread
food--beverages/bakery--bread/breakfast-breads-and-pastries
food--beverages/bakery--bread/cheesecake
food--beverages/bakery--bread/cookies-and-brownies
food--beverages/bakery--bread/croissants
food--beverages/bakery--bread/pastry-shells
food--beverages/bakery--bread/pies
food--beverages/bakery--bread/sheet-dough
food--beverages/bakery--bread/tortillas-and-wraps
food--beverages/beverages/beer-and-wine
food--beverages/beverages/cocoa
food--beverages/beverages/coffee
food--beverages/beverages/dispensed-beverages
food--beverages/beverages/healthcare-beverages
food--beverages/beverages/juice
food--beverages/beverages/ready-to-drink
food--beverages/beverages/soft-drinks
food--beverages/beverages/sports-drinks
food--beverages/beverages/syrups
food--beverages/beverages/tea
food--beverages/beverages/water
food--beverages/canned--dry/baby-food-and-formula
food--beverages/canned--dry/baking-ingredients/cooking-sprays
food--beverages/canned--dry/baking-ingredients/flour
food--beverages/canned--dry/baking-ingredients/oils-and-shorteners
food--beverages/canned--dry/cereal-and-breakfast/cold-cereal
food--beverages/canned--dry/cereal-and-breakfast/hot-cereal
food--beverages/canned--dry/cereal-and-breakfast/pancakes-and-waffles
food--beverages/canned--dry/cereal-and-breakfast/syrup
food--beverages/canned--dry/condiments/ketchup
food--beverages/canned--dry/condiments/mayonnaise
food--beverages/canned--dry/condiments/mustard
food--beverages/canned--dry/condiments/pickled-vegetables
food--beverages/canned--dry/condiments/pickles
food--beverages/canned--dry/condiments/relish
food--beverages/canned--dry/condiments/spreads
food--beverages/canned--dry/dressings-oil-and-vinegar/salad-dressing
food--beverages/canned--dry/dressings-oil-and-vinegar/toppings-and-croutons
food--beverages/canned--dry/dressings-oil-and-vinegar/vinegar
food--beverages/canned--dry/pasta-and-rice
food--beverages/canned--dry/sauces-and-marinades/gravies
food--beverages/canned--dry/sauces-and-marinades/salsa
food--beverages/canned--dry/sauces-and-marinades/marinade-sauces
food--beverages/canned--dry/sauces-and-marinades/tomato-sauces
food--beverages/canned--dry/sauces-and-marinades/wing-sauce
food--beverages/canned--dry/snacks-and-candy/candy
food--beverages/canned--dry/snacks-and-candy/chips
food--beverages/canned--dry/snacks-and-candy/chocolate
food--beverages/canned--dry/snacks-and-candy/cones
food--beverages/canned--dry/snacks-and-candy/cookies
food--beverages/canned--dry/snacks-and-candy/crackers
food--beverages/canned--dry/snacks-and-candy/fruit-and-sweets
food--beverages/canned--dry/snacks-and-candy/nuts-and-seeds
food--beverages/canned--dry/snacks-and-candy/popcorn
food--beverages/canned--dry/soups-and-chili/bases
food--beverages/canned--dry/soups-and-chili/broths
food--beverages/canned--dry/soups-and-chili/chili
food--beverages/canned--dry/soups-and-chili/soups
food--beverages/canned--dry/spices-and-seasonings
food--beverages/canned--dry/sugar-and-sweeteners
food--beverages/fruit--vegetables/fruit
food--beverages/fruit--vegetables/lettuce
food--beverages/fruit--vegetables/produce-wash
food--beverages/fruit--vegetables/salads
food--beverages/fruit--vegetables/vegetables
food--beverages/meat--seafood/alternative-protein/plant-based-protein
food--beverages/meat--seafood/alternative-protein/tofu
food--beverages/meat--seafood/meat/bacon
food--beverages/meat--seafood/meat/boxed-meat
food--beverages/meat--seafood/meat/deli-meat
food--beverages/meat--seafood/meat/exotic-meat
food--beverages/meat--seafood/meat/goat
food--beverages/meat--seafood/meat/ground-beef
food--beverages/meat--seafood/meat/hot-dogs
food--beverages/meat--seafood/meat/lamb
food--beverages/meat--seafood/meat/meatballs
food--beverages/meat--seafood/meat/patties
food--beverages/meat--seafood/meat/pizza-toppings
food--beverages/meat--seafood/meat/pork
food--beverages/meat--seafood/meat/sausage
food--beverages/meat--seafood/meat/steaks
food--beverages/meat--seafood/meat/stew-meat
food--beverages/meat--seafood/meat/veal
food--beverages/meat--seafood/poultry/chicken
food--beverages/meat--seafood/poultry/duck
food--beverages/meat--seafood/poultry/turkey
food--beverages/meat--seafood/processed-meat/beef
